dataset,comparison_type,reference_source,reference_variant,reference_label,candidate_source,candidate_variant,candidate_label,metric,metric_label,pooled_mean_diff,pooled_ci_low,pooled_ci_high,pooled_p_diff_le_0,seed_mean_diff,seed_ci_low,seed_ci_high,seed_p_diff_le_0,n_seed_diffs,seed_sd_diff,source_path_before_reorg
musique,controller_vs_source_only,weighted_hg_kv,phase1c_mlp_topk_4,WHG-KV only,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,em,EM,6.702523789822093,5.778513308509171,7.667907874775893,0.0,6.702523789822094,6.412908564335954,7.033512618949111,0.0,3,0.31236385747913736,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,weighted_hg_kv,phase1c_mlp_topk_4,WHG-KV only,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@10,AR@10,12.839608329885532,11.846641842504482,13.87394842090746,0.0,12.839608329885534,11.998345055854365,13.570541994207696,0.0,3,0.7918840005491985,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
musique,controller_vs_source_only,weighted_hg_kv,phase1c_mlp_topk_4,WHG-KV only,weighted_hg_kv,controller_dense_hkvm,Contriever + WHG-KV,all_recall@5,AR@5,7.199007033512619,6.288787753413322,8.109226313611916,0.0,7.199007033512618,6.992139015308234,7.447248655357882,0.0,3,0.23035847591353004,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
2wiki,controller_vs_dense,hyper_rag,contriever,Contriever only,hyper_rag,controller_dense_hkvm,Contriever + Hyper-RAG / co-occurrence-HG,f1,F1,7.286456807742007,6.78688959314459,7.786857275506229,0.0,7.286456807742007,6.973589873228799,7.6004420505131725,0.0,3,0.313427584940381,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
2wiki,controller_vs_dense,hyper_rag,contriever,Contriever only,hyper_rag,controller_dense_hkvm,Contriever + Hyper-RAG / co-occurrence-HG,em,EM,7.482506361323155,6.960347752332485,8.007315521628499,0.0,7.482506361323154,7.180343511450381,7.8005725190839685,0.0,3,0.31042018600418486,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
2wiki,controller_vs_dense,hyper_rag,contriever,Contriever only,hyper_rag,controller_dense_hkvm,Contriever + Hyper-RAG / co-occurrence-HG,all_recall@10,AR@10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,0.0,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
2wiki,controller_vs_dense,hyper_rag,contriever,Contriever only,hyper_rag,controller_dense_hkvm,Contriever + Hyper-RAG / co-occurrence-HG,all_recall@5,AR@5,11.537849872773537,10.960029686174725,12.126272264631043,0.0,11.537849872773537,11.156170483460562,12.181933842239184,0.0,3,0.560972138182483,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
2wiki,controller_vs_source_only,hyper_rag,phase1c_mlp_topk_4,Hyper-RAG / co-occurrence-HG only,hyper_rag,controller_dense_hkvm,Contriever + Hyper-RAG / co-occurrence-HG,f1,F1,2.1194143765147357,1.712912150475296,2.54171509500287,0.0,2.1194143765147353,1.8065474420015282,2.4333996192859013,0.0,3,0.31342758494038087,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
2wiki,controller_vs_source_only,hyper_rag,phase1c_mlp_topk_4,Hyper-RAG / co-occurrence-HG only,hyper_rag,controller_dense_hkvm,Contriever + Hyper-RAG / co-occurrence-HG,em,EM,2.1230916030534353,1.6910517387616624,2.544529262086514,0.0,2.123091603053435,1.8209287531806615,2.4411577608142494,0.0,3,0.3104201860041848,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
2wiki,controller_vs_source_only,hyper_rag,phase1c_mlp_topk_4,Hyper-RAG / co-occurrence-HG only,hyper_rag,controller_dense_hkvm,Contriever + Hyper-RAG / co-occurrence-HG,all_recall@10,AR@10,0.34987277353689566,0.29421119592875317,0.4081849024597116,0.0,0.34987277353689566,0.34987277353689566,0.34987277353689566,0.0,3,0.0,results/source_level_diagnostics/phase1d_contriever_source_level_ablation_20260529/paper_export/phase1d_contriever_source_level_ablation_bootstrap.csv
